cow_id,date,days_in_lactation,body_temp_c,activity_index,rumination_min,milk_yield_l,ambient_temp_c,humidity_pct,thi,health_status,alert_flag
COW_13,2025-06-10,138,38.49,69.1,416.8,28.17,21.4,79.3,20.6,Healthy,0
COW_14,2025-06-10,119,38.62,47.2,431.5,32.43,22.5,71.9,21.2,Healthy,0
COW_15,2025-06-10,187,38.71,56.2,531.7,27.41,21.9,69.3,20.6,Healthy,0
COW_16,2025-06-10,82,38.6,68.4,443.3,30.79,24.1,68.1,22.4,Healthy,0
COW_17,2025-06-10,58,38.36,47.2,513.4,23.53,24.4,50.4,21.7,Healthy,0
COW_18,2025-06-10,41,38.35,67.8,490.9,27.04,23.4,74.8,22.2,Healthy,0
COW_19,2025-06-10,65,38.64,49.6,472.8,39.41,21.6,63.9,20.2,Healthy,0
COW_20,2025-06-10,236,39.01,35.9,465.1,37.77,19.3,81.1,18.8,Healthy,0
COW_21,2025-06-10,96,38.56,61.2,458.2,20.85,22.2,59.0,20.5,Healthy,0
COW_22,2025-06-10,215,38.48,43.5,490.3,21.87,22.3,63.5,20.7,Healthy,0
COW_23,2025-06-10,29,38.67,48.0,496.6,33.12,22.2,68.6,20.8,Healthy,0
COW_24,2025-06-10,159,38.9,61.9,431.5,24.9,22.1,60.1,20.4,Healthy,0
COW_25,2025-06-10,216,38.43,55.6,454.6,21.03,21.3,61.0,19.9,Healthy,0
COW_26,2025-06-10,96,38.65,52.7,496.7,22.82,22.2,63.7,20.7,Healthy,0
COW_27,2025-06-10,34,38.69,58.9,541.2,34.71,23.7,77.6,22.6,Healthy,0
COW_28,2025-06-10,190,38.59,46.5,477.8,19.74,21.0,54.8,19.4,Healthy,0
COW_29,2025-06-10,100,38.74,67.8,470.4,25.27,19.8,51.2,18.4,Healthy,0
COW_30,2025-06-10,183,38.94,61.3,473.3,30.07,23.7,74.2,22.4,Healthy,0
COW_01,2025-06-11,36,38.41,58.7,434.3,32.42,21.1,55.9,19.5,Healthy,0
COW_02,2025-06-11,204,38.54,47.8,477.9,30.4,22.1,60.7,20.5,Healthy,0
COW_03,2025-06-11,61,38.78,53.7,472.1,27.77,23.5,68.0,21.9,Healthy,0
COW_04,2025-06-11,58,38.87,57.1,495.6,20.79,20.1,64.1,19.0,Healthy,0
COW_05,2025-06-11,119,38.6,38.8,494.5,16.63,21.6,77.1,20.7,Healthy,0
COW_06,2025-06-11,198,38.62,61.0,462.9,23.72,22.3,68.5,20.9,Healthy,0
COW_07,2025-06-11,223,38.41,56.4,561.6,33.64,20.0,74.9,19.3,Healthy,0
COW_08,2025-06-11,186,38.38,42.5,542.9,34.1,25.5,60.9,23.1,Healthy,0
COW_09,2025-06-11,190,38.65,68.6,487.4,35.37,23.2,72.9,21.9,Healthy,0
COW_10,2025-06-11,251,38.46,63.3,480.0,25.68,22.6,66.8,21.1,Healthy,0
COW_11,2025-06-11,149,38.74,42.8,433.8,32.0,27.2,62.1,24.5,Healthy,0
COW_12,2025-06-11,50,38.34,61.1,473.2,20.83,23.8,69.5,22.3,Healthy,0
COW_13,2025-06-11,139,38.61,53.6,436.8,28.11,22.2,71.1,21.0,Healthy,0
COW_14,2025-06-11,120,38.69,55.4,443.4,34.17,22.5,63.4,20.9,Healthy,0
COW_15,2025-06-11,188,38.77,50.4,538.6,29.56,23.9,72.4,22.5,Healthy,0
COW_16,2025-06-11,83,38.66,73.9,434.6,31.23,23.2,60.5,21.3,Healthy,0
COW_17,2025-06-11,59,38.63,50.1,519.2,32.51,19.6,70.6,18.8,Healthy,0
COW_18,2025-06-11,42,38.53,72.3,498.4,32.13,22.9,60.7,21.1,Healthy,0
COW_19,2025-06-11,66,38.55,58.3,524.1,37.29,20.7,53.9,19.1,Healthy,0
COW_20,2025-06-11,237,38.85,43.0,471.8,37.14,23.4,73.0,22.1,Healthy,0
COW_21,2025-06-11,97,38.58,50.3,487.6,22.6,23.8,66.6,22.1,Healthy,0
COW_22,2025-06-11,216,38.56,38.3,517.4,21.14,23.9,62.3,21.9,Healthy,0
COW_23,2025-06-11,30,38.63,56.4,495.8,32.08,24.6,67.8,22.8,Healthy,0
COW_24,2025-06-11,160,38.99,54.0,419.3,25.46,23.1,68.2,21.6,Healthy,0
COW_25,2025-06-11,217,38.53,49.2,498.4,22.47,25.7,63.7,23.5,Healthy,0
COW_26,2025-06-11,97,38.97,65.0,515.3,22.7,23.9,70.4,22.4,Healthy,0
COW_27,2025-06-11,35,38.66,69.5,570.4,34.06,20.9,67.5,19.8,Healthy,0
COW_28,2025-06-11,191,38.79,42.3,487.9,21.2,24.4,71.4,22.8,Healthy,0
COW_29,2025-06-11,101,38.74,55.8,464.9,23.05,22.9,73.2,21.6,Healthy,0
COW_30,2025-06-11,184,38.93,54.2,475.0,28.86,23.3,64.0,21.5,Healthy,0
COW_01,2025-06-12,37,38.35,63.5,423.6,33.74,22.8,66.3,21.3,Healthy,0
COW_02,2025-06-12,205,38.38,45.2,511.7,28.73,23.9,67.9,22.3,Healthy,0
COW_03,2025-06-12,62,38.81,59.0,482.8,27.52,23.0,66.7,21.4,Healthy,0
COW_04,2025-06-12,59,38.59,58.7,477.0,21.37,23.7,67.9,22.1,Healthy,0
COW_05,2025-06-12,120,38.37,47.8,486.8,19.0,25.5,63.1,23.3,Healthy,0
COW_06,2025-06-12,199,38.48,69.4,470.7,19.12,25.2,40.6,21.7,Healthy,0
COW_07,2025-06-12,224,38.72,68.4,537.5,35.15,24.0,70.6,22.5,Healthy,0
COW_08,2025-06-12,187,38.51,59.3,505.3,31.48,25.4,58.4,22.9,Healthy,0
COW_09,2025-06-12,191,38.52,53.7,508.5,36.57,20.4,55.2,18.9,Healthy,0
COW_10,2025-06-12,252,38.56,69.6,474.1,27.02,24.1,64.8,22.2,Healthy,0
COW_11,2025-06-12,150,38.73,51.1,448.5,33.0,23.0,59.9,21.1,Healthy,0
COW_12,2025-06-12,51,38.51,57.5,439.0,19.87,25.1,72.8,23.5,Healthy,0
COW_13,2025-06-12,140,38.56,58.0,428.4,28.37,23.8,65.5,22.0,Healthy,0
COW_14,2025-06-12,121,38.81,43.4,451.0,35.95,21.2,59.9,19.8,Healthy,0
COW_15,2025-06-12,189,38.65,61.1,526.5,29.75,24.0,65.4,22.2,Healthy,0
COW_16,2025-06-12,84,38.69,65.5,435.5,32.16,23.7,72.5,22.3,Healthy,0
COW_17,2025-06-12,60,38.36,56.7,500.4,27.9,22.1,71.2,20.9,Healthy,0
COW_18,2025-06-12,43,38.43,74.4,451.4,28.83,23.6,61.0,21.6,Healthy,0
COW_19,2025-06-12,67,38.55,54.2,471.7,37.65,21.8,76.9,20.9,Healthy,0
COW_20,2025-06-12,238,38.95,51.1,471.1,39.0,24.8,50.6,22.0,Healthy,0
COW_21,2025-06-12,98,38.63,49.4,491.8,22.33,23.2,73.4,21.9,Healthy,0
COW_22,2025-06-12,217,38.55,41.6,461.9,21.23,22.8,74.4,21.7,Healthy,0
COW_23,2025-06-12,31,38.47,53.5,472.3,33.23,23.1,60.4,21.3,Healthy,0
COW_24,2025-06-12,161,38.85,58.9,449.0,24.79,25.8,62.4,23.4,Healthy,0
COW_25,2025-06-12,218,38.48,63.1,466.2,21.47,24.5,55.1,22.1,Healthy,0
COW_26,2025-06-12,98,38.74,42.5,496.1,24.76,21.0,59.2,19.6,Healthy,0
COW_27,2025-06-12,36,38.48,60.9,561.9,34.42,23.3,72.5,22.0,Healthy,0
COW_28,2025-06-12,192,38.7,50.8,508.5,20.41,20.7,60.8,19.4,Healthy,0
COW_29,2025-06-12,102,38.95,49.5,456.3,25.17,23.7,55.2,21.4,Healthy,0
COW_30,2025-06-12,185,38.78,53.4,455.7,24.83,23.2,83.6,22.5,Healthy,0
COW_01,2025-06-13,38,38.51,59.5,428.3,31.71,23.3,61.9,21.5,Healthy,0
COW_02,2025-06-13,206,38.62,46.7,483.2,30.61,23.4,73.9,22.1,Healthy,0
COW_03,2025-06-13,63,38.66,50.6,488.5,28.63,22.9,67.5,21.4,Healthy,0
COW_04,2025-06-13,60,38.73,52.6,513.8,21.31,24.8,64.9,22.8,Healthy,0
COW_05,2025-06-13,121,38.22,39.6,491.6,19.76,21.5,59.2,20.0,Healthy,0
COW_06,2025-06-13,200,38.5,72.0,457.6,21.3,22.2,73.2,21.1,Healthy,0
COW_07,2025-06-13,225,38.95,67.7,509.6,35.13,25.6,74.6,24.0,Healthy,0
COW_08,2025-06-13,188,38.48,44.4,525.2,32.91,23.6,68.6,22.0,Healthy,0
COW_09,2025-06-13,192,38.73,58.8,481.2,35.74,23.9,70.9,22.4,Healthy,0
COW_10,2025-06-13,253,38.47,52.4,476.5,25.52,21.3,58.6,19.7,Healthy,0
COW_11,2025-06-13,151,38.88,50.4,456.0,30.31,23.6,54.8,21.3,Healthy,0
COW_12,2025-06-13,52,38.51,51.1,441.4,21.88,22.4,67.9,21.0,Healthy,0
COW_13,2025-06-13,141,38.46,65.4,413.3,28.36,23.4,79.1,22.4,Healthy,0
COW_14,2025-06-13,122,38.55,51.1,430.6,35.03,24.9,69.1,23.1,Healthy,0
COW_15,2025-06-13,190,38.82,56.2,516.0,29.53,21.5,60.7,20.0,Healthy,0
COW_16,2025-06-13,85,38.65,68.7,455.2,31.78,22.8,67.3,21.3,Healthy,0
COW_17,2025-06-13,61,38.4,60.8,497.3,25.6,26.3,64.5,24.0,Healthy,0
COW_18,2025-06-13,44,38.55,82.3,470.1,28.55,25.4,66.9,23.4,Healthy,0
COW_19,2025-06-13,68,38.77,54.3,504.1,34.57,24.8,61.0,22.6,Healthy,0
COW_20,2025-06-13,239,39.16,39.5,485.6,36.09,25.5,59.5,23.0,Healthy,0
COW_21,2025-06-13,99,38.54,63.4,506.1,23.96,22.4,47.5,20.1,Healthy,0
COW_22,2025-06-13,218,38.46,40.9,471.6,23.63,22.6,69.5,21.2,Healthy,0
COW_23,2025-06-13,32,38.73,48.7,509.0,36.46,25.5,64.7,23.4,Healthy,0
COW_24,2025-06-13,162,38.9,75.9,446.2,26.29,24.8,70.9,23.2,Healthy,0
COW_25,2025-06-13,219,38.6,57.2,493.9,23.07,25.8,64.1,23.6,Healthy,0
COW_26,2025-06-13,99,38.89,49.0,518.3,21.43,27.4,52.7,24.0,Healthy,0
COW_27,2025-06-13,37,38.26,60.7,579.1,36.52,25.0,78.5,23.7,Healthy,0
COW_28,2025-06-13,193,38.73,44.1,512.2,19.68,24.0,74.0,22.6,Healthy,0
COW_29,2025-06-13,103,38.96,59.2,466.4,28.84,23.9,68.2,22.2,Healthy,0
COW_30,2025-06-13,186,39.07,54.1,489.5,27.31,21.9,55.4,20.1,Healthy,0
COW_01,2025-06-14,39,38.32,63.4,414.4,32.72,25.0,68.6,23.2,Healthy,0
COW_02,2025-06-14,207,38.53,47.8,510.6,31.94,27.4,65.6,25.0,Healthy,0
COW_03,2025-06-14,64,38.64,54.7,488.8,27.68,23.6,76.5,22.4,Healthy,0
COW_04,2025-06-14,61,38.55,57.6,506.5,23.43,24.1,77.3,22.9,Healthy,0
COW_05,2025-06-14,122,38.34,41.8,462.6,18.22,23.2,71.2,21.8,Healthy,0
COW_06,2025-06-14,201,38.37,72.5,461.6,21.71,23.4,56.9,21.3,Healthy,0
COW_07,2025-06-14,226,38.68,68.7,547.3,38.32,23.2,60.9,21.3,Healthy,0
COW_08,2025-06-14,189,38.38,43.8,516.0,32.19,23.7,66.0,21.9,Healthy,0
COW_09,2025-06-14,193,38.44,52.6,496.8,35.85,25.2,55.2,22.5,Healthy,0
COW_10,2025-06-14,254,38.42,63.1,493.2,25.77,23.9,50.1,21.3,Healthy,0
COW_11,2025-06-14,152,38.94,37.7,452.7,32.19,24.7,69.7,23.0,Healthy,0
COW_12,2025-06-14,53,38.65,54.3,466.3,20.33,24.0,57.2,21.7,Healthy,0
COW_13,2025-06-14,142,38.43,53.3,414.5,28.21,22.2,61.2,20.6,Healthy,0
COW_14,2025-06-14,123,38.52,52.6,441.0,33.64,27.5,65.8,25.1,Healthy,0
COW_15,2025-06-14,191,39.05,51.2,517.0,26.91,24.8,59.1,22.5,Healthy,0
COW_16,2025-06-14,86,38.58,74.9,470.5,33.01,24.9,64.3,22.8,Healthy,0
COW_17,2025-06-14,62,38.74,60.7,491.5,27.57,24.5,77.2,23.2,Healthy,0
COW_18,2025-06-14,45,38.67,70.3,468.2,26.53,21.9,50.3,19.9,Healthy,0
COW_19,2025-06-14,69,38.48,54.1,490.5,35.93,25.7,58.7,23.2,Healthy,0
COW_20,2025-06-14,240,38.96,41.1,486.9,36.71,25.7,47.7,22.5,Healthy,0
COW_21,2025-06-14,100,38.72,57.2,473.2,24.59,23.0,61.6,21.2,Healthy,0
COW_22,2025-06-14,219,38.68,43.1,464.5,19.42,25.6,54.9,22.8,Healthy,0
COW_23,2025-06-14,33,38.46,47.7,492.3,32.15,23.2,62.4,21.4,Healthy,0
COW_24,2025-06-14,163,38.93,64.5,450.6,24.59,24.8,81.2,23.7,Healthy,0
COW_25,2025-06-14,220,38.45,64.8,451.9,19.59,25.1,78.0,23.9,Healthy,0
COW_26,2025-06-14,100,38.63,48.5,480.0,23.49,24.2,63.4,22.2,Healthy,0
COW_27,2025-06-14,38,38.55,59.8,569.0,33.71,23.1,60.9,21.3,Healthy,0
COW_28,2025-06-14,194,38.65,48.1,501.4,17.56,23.9,71.6,22.4,Healthy,0
COW_29,2025-06-14,104,38.72,52.1,459.1,29.73,25.2,67.2,23.3,Healthy,0
COW_30,2025-06-14,187,38.87,58.1,491.0,30.51,23.8,65.3,22.0,Healthy,0
COW_01,2025-06-15,40,38.51,60.5,415.1,32.58,22.2,53.4,20.2,Healthy,0
COW_02,2025-06-15,208,38.5,53.8,492.6,29.51,24.7,67.5,22.8,Healthy,0
COW_03,2025-06-15,65,38.57,42.9,456.8,29.43,24.7,64.1,22.7,Healthy,0
COW_04,2025-06-15,62,38.79,57.9,512.3,25.41,27.6,55.2,24.4,Healthy,0
COW_05,2025-06-15,123,38.48,42.9,477.4,19.37,23.5,55.8,21.3,Healthy,0
COW_06,2025-06-15,202,38.65,52.3,390.8,20.32,23.4,75.3,22.2,Lameness,0
COW_07,2025-06-15,227,38.69,60.4,520.0,30.31,24.0,68.0,22.4,Healthy,0
COW_08,2025-06-15,190,38.44,45.9,520.9,33.35,25.7,76.5,24.3,Healthy,0
COW_09,2025-06-15,194,38.62,62.3,500.0,36.21,24.5,58.3,22.2,Healthy,0
COW_10,2025-06-15,255,38.47,62.2,496.5,26.06,26.3,52.9,23.2,Healthy,0
COW_11,2025-06-15,153,38.89,52.5,473.3,31.72,26.1,71.0,24.2,Healthy,0
COW_12,2025-06-15,54,38.68,50.9,456.4,20.68,23.1,60.1,21.2,Healthy,0
COW_13,2025-06-15,143,38.3,58.2,421.6,25.49,26.3,54.5,23.4,Healthy,0
COW_14,2025-06-15,124,38.49,53.1,434.2,32.34,23.1,61.4,21.3,Healthy,0
COW_15,2025-06-15,192,38.83,58.6,510.1,29.42,25.9,73.4,24.3,Healthy,0
COW_16,2025-06-15,87,38.49,65.3,451.9,32.4,25.4,72.4,23.7,Healthy,0
COW_17,2025-06-15,63,38.59,55.5,500.5,27.62,26.6,65.0,24.3,Healthy,0
COW_18,2025-06-15,46,38.56,62.7,490.8,29.25,24.3,58.2,22.1,Healthy,0
COW_19,2025-06-15,70,38.76,48.9,521.7,34.89,24.7,61.1,22.5,Healthy,0
COW_20,2025-06-15,241,38.89,44.4,466.6,37.49,24.1,65.4,22.3,Healthy,0
COW_21,2025-06-15,101,38.66,51.0,482.8,24.46,25.0,75.0,23.6,Healthy,0
COW_22,2025-06-15,220,38.62,44.4,490.8,22.17,23.3,57.2,21.2,Healthy,0
COW_23,2025-06-15,34,38.56,56.9,479.9,32.16,24.5,63.4,22.5,Healthy,0
COW_24,2025-06-15,164,39.02,65.0,461.9,24.15,24.3,72.6,22.8,Healthy,0
COW_25,2025-06-15,221,38.55,59.3,444.9,20.98,21.9,71.2,20.7,Healthy,0
COW_26,2025-06-15,101,38.75,51.0,492.3,25.21,24.4,57.3,22.1,Healthy,0
COW_27,2025-06-15,39,38.42,62.4,561.2,33.17,23.8,69.0,22.3,Healthy,0
COW_28,2025-06-15,195,38.67,54.5,464.2,17.24,25.8,71.9,24.1,Healthy,0
COW_29,2025-06-15,105,38.69,63.5,447.9,24.1,23.9,80.6,22.9,Healthy,0
COW_30,2025-06-15,188,38.78,52.3,464.7,30.48,24.2,50.0,21.5,Healthy,0
COW_01,2025-06-16,41,38.31,56.0,427.5,31.34,24.5,75.4,23.1,Healthy,0
COW_02,2025-06-16,209,38.41,40.5,474.2,27.34,24.4,62.7,22.4,Healthy,0
COW_03,2025-06-16,66,38.8,40.1,490.7,31.73,23.4,62.0,21.5,Healthy,0
COW_04,2025-06-16,63,38.6,66.6,485.1,20.53,24.3,68.4,22.6,Healthy,0
COW_05,2025-06-16,124,38.3,40.4,465.8,19.4,26.2,52.3,23.1,Healthy,0
COW_06,2025-06-16,203,38.45,33.6,425.8,18.54,25.2,55.2,22.6,Lameness,0
COW_07,2025-06-16,228,38.67,72.5,533.6,36.39,25.5,71.6,23.8,Healthy,0
COW_08,2025-06-16,191,38.43,49.7,517.6,34.88,27.4,69.1,25.2,Healthy,0
COW_09,2025-06-16,195,38.57,63.1,490.9,34.67,24.3,66.6,22.5,Healthy,0
COW_10,2025-06-16,256,38.4,63.7,509.2,27.87,25.0,47.4,22.0,Healthy,0
COW_11,2025-06-16,154,38.85,39.9,465.7,31.87,26.7,57.5,23.9,Healthy,0
COW_12,2025-06-16,55,38.72,55.8,436.0,21.24,24.9,92.6,24.4,Healthy,0
COW_13,2025-06-16,144,38.6,53.5,453.1,28.85,23.6,57.7,21.4,Healthy,0
COW_14,2025-06-16,125,38.7,55.1,462.3,32.49,24.3,67.2,22.5,Healthy,0
COW_15,2025-06-16,193,38.86,70.5,536.4,28.72,23.8,64.2,21.9,Healthy,0
COW_16,2025-06-16,88,38.54,63.0,472.1,33.22,24.5,64.1,22.5,Healthy,0
COW_17,2025-06-16,64,38.51,51.8,495.2,25.6,23.9,77.0,22.7,Healthy,0
COW_18,2025-06-16,47,38.59,65.5,457.2,30.99,25.6,63.1,23.4,Healthy,0
COW_19,2025-06-16,71,38.56,59.5,520.0,38.2,24.5,66.5,22.6,Healthy,0
COW_20,2025-06-16,242,39.01,30.9,472.1,35.55,23.7,67.7,22.1,Healthy,0
COW_21,2025-06-16,102,38.72,56.6,449.4,21.17,26.2,52.6,23.2,Healthy,0
COW_22,2025-06-16,221,38.66,40.7,443.9,22.44,23.5,68.7,22.0,Healthy,0
COW_23,2025-06-16,35,38.75,55.6,474.2,33.81,25.9,64.0,23.6,Healthy,0
COW_24,2025-06-16,165,39.05,59.7,441.9,28.72,25.2,79.6,24.0,Healthy,0
COW_25,2025-06-16,222,38.38,47.9,482.5,23.33,24.8,69.6,23.1,Healthy,0
COW_26,2025-06-16,102,38.67,48.0,478.0,21.53,25.9,50.8,22.8,Healthy,0
COW_27,2025-06-16,40,38.61,54.1,541.7,35.15,23.0,69.4,21.6,Healthy,0
COW_28,2025-06-16,196,38.65,49.2,499.0,18.55,24.0,66.5,22.3,Healthy,0
COW_29,2025-06-16,106,38.98,56.7,458.2,23.99,25.2,66.3,23.2,Healthy,0
COW_30,2025-06-16,189,38.88,52.8,512.1,28.64,26.1,73.7,24.4,Healthy,0
COW_01,2025-06-17,42,38.41,64.7,407.5,32.39,24.0,62.3,22.0,Healthy,0
COW_02,2025-06-17,210,38.68,54.0,490.9,29.53,24.8,62.7,22.7,Healthy,0
COW_03,2025-06-17,67,38.61,49.0,479.8,31.53,28.2,62.3,25.4,Healthy,0
COW_04,2025-06-17,64,38.68,55.9,490.9,21.44,24.1,83.3,23.2,Healthy,0
COW_05,2025-06-17,125,38.4,42.5,488.4,19.14,23.3,54.9,21.1,Healthy,0
COW_06,2025-06-17,204,38.49,62.3,449.3,26.5,25.5,67.0,23.5,Healthy,0
COW_07,2025-06-17,229,38.75,69.7,534.2,35.2,26.0,62.7,23.6,Healthy,0
COW_08,2025-06-17,192,38.3,49.6,539.7,34.0,26.9,59.5,24.2,Healthy,0
COW_09,2025-06-17,196,38.54,59.2,500.5,37.33,27.6,73.0,25.6,Healthy,0
COW_10,2025-06-17,257,38.32,60.8,478.8,25.47,25.5,65.9,23.5,Healthy,0
COW_11,2025-06-17,155,38.81,48.9,458.3,28.23,26.0,50.2,22.8,Healthy,0
COW_12,2025-06-17,56,38.61,52.8,472.4,18.02,25.6,81.0,24.4,Healthy,0
COW_13,2025-06-17,145,38.58,55.6,426.5,29.63,24.3,65.7,22.5,Healthy,0
COW_14,2025-06-17,126,38.54,50.8,461.1,33.61,25.8,77.7,24.4,Healthy,0
COW_15,2025-06-17,194,38.99,62.9,542.8,29.41,23.5,68.9,22.0,Healthy,0
COW_16,2025-06-17,89,38.6,66.6,457.5,35.86,25.7,70.3,23.9,Healthy,0
COW_17,2025-06-17,65,38.53,58.1,466.3,28.55,25.2,61.1,22.9,Healthy,0
COW_18,2025-06-17,48,38.59,69.6,477.7,27.98,28.5,60.4,25.5,Healthy,0
COW_19,2025-06-17,72,38.51,50.6,480.3,35.76,25.8,49.7,22.7,Healthy,0
COW_20,2025-06-17,243,39.02,47.5,461.2,37.36,26.7,64.3,24.3,Healthy,0
COW_21,2025-06-17,103,38.58,58.3,506.5,21.97,24.5,64.6,22.5,Healthy,0
COW_22,2025-06-17,222,38.72,43.9,500.1,21.7,27.8,56.5,24.6,Healthy,0
COW_23,2025-06-17,36,38.45,63.3,482.4,34.17,25.7,69.8,23.9,Healthy,0
COW_24,2025-06-17,166,38.92,64.8,444.5,26.87,27.5,56.7,24.4,Healthy,0
COW_25,2025-06-17,223,38.59,53.2,458.4,22.58,26.4,72.2,24.5,Healthy,0
COW_26,2025-06-17,103,38.98,49.6,496.4,22.0,26.6,65.0,24.3,Healthy,0
COW_27,2025-06-17,41,38.69,67.9,572.1,34.78,28.8,46.3,24.6,Healthy,0
COW_28,2025-06-17,197,38.76,41.4,484.9,19.4,26.1,64.9,23.8,Healthy,0
COW_29,2025-06-17,107,38.87,63.5,465.3,27.29,24.4,69.3,22.7,Healthy,0
COW_30,2025-06-17,190,38.79,59.4,495.5,29.68,26.0,54.4,23.1,Healthy,0
COW_01,2025-06-18,43,38.53,52.4,428.0,33.06,24.9,53.4,22.2,Healthy,0
COW_02,2025-06-18,211,38.51,51.5,500.2,30.61,24.1,65.1,22.2,Healthy,0
COW_03,2025-06-18,68,38.87,53.7,511.0,29.25,26.0,67.9,23.9,Healthy,0
COW_04,2025-06-18,65,38.72,63.6,493.7,22.23,24.7,43.8,21.5,Healthy,0
COW_05,2025-06-18,126,38.4,48.7,450.1,19.68,27.6,63.8,25.0,Healthy,0
COW_06,2025-06-18,205,38.38,63.6,465.6,21.96,27.1,55.4,24.0,Healthy,0
COW_07,2025-06-18,230,38.76,74.0,529.3,35.09,27.7,74.1,25.8,Healthy,0
COW_08,2025-06-18,193,38.33,48.0,494.8,33.97,27.7,49.7,24.1,Healthy,0
COW_09,2025-06-18,197,38.49,52.3,491.5,35.32,24.1,61.5,22.0,Healthy,0
COW_10,2025-06-18,258,38.62,60.9,502.6,27.14,25.6,73.5,24.0,Healthy,0
COW_11,2025-06-18,156,38.8,53.4,486.8,29.23,25.3,65.3,23.2,Healthy,0
COW_12,2025-06-18,57,38.57,46.1,445.2,22.96,26.3,58.3,23.6,Healthy,0
COW_13,2025-06-18,146,38.62,61.0,426.7,27.29,23.2,56.6,21.1,Healthy,0
COW_14,2025-06-18,127,38.59,58.1,462.9,31.94,24.1,58.3,21.9,Healthy,0
COW_15,2025-06-18,195,38.72,46.9,524.2,29.02,27.1,69.0,25.0,Healthy,0
COW_16,2025-06-18,90,38.44,64.0,468.8,32.66,19.2,70.4,18.4,Healthy,0
COW_17,2025-06-18,66,38.56,52.1,471.6,29.08,26.1,62.5,23.7,Healthy,0
COW_18,2025-06-18,49,38.68,68.6,484.1,30.31,27.5,58.3,24.5,Healthy,0
COW_19,2025-06-18,73,38.59,63.1,514.3,35.54,23.7,68.7,22.1,Healthy,0
COW_20,2025-06-18,244,38.83,39.2,475.8,35.98,24.2,51.5,21.6,Healthy,0
COW_21,2025-06-18,104,38.64,55.8,500.2,21.63,26.0,68.6,24.0,Healthy,0
COW_22,2025-06-18,223,38.58,47.2,482.3,23.2,25.1,81.6,24.0,Healthy,0
COW_23,2025-06-18,37,38.74,57.3,490.0,34.84,24.8,66.3,22.9,Healthy,0
COW_24,2025-06-18,167,38.87,68.1,447.2,24.71,27.3,73.8,25.4,Healthy,0
COW_25,2025-06-18,224,38.56,48.5,485.2,21.73,25.0,62.6,22.9,Healthy,0
COW_26,2025-06-18,104,38.77,49.8,471.8,21.1,24.1,67.8,22.4,Healthy,0
COW_27,2025-06-18,42,38.48,64.0,556.0,35.58,25.7,66.1,23.6,Healthy,0
COW_28,2025-06-18,198,38.61,53.4,479.8,19.33,23.4,59.3,21.4,Healthy,0
COW_29,2025-06-18,108,38.74,61.3,474.0,26.56,27.0,52.4,23.7,Healthy,0
COW_30,2025-06-18,191,38.94,56.6,492.5,30.89,26.8,67.8,24.6,Healthy,0
COW_01,2025-06-19,44,38.45,58.4,425.0,32.74,28.5,63.1,25.7,Healthy,0
COW_02,2025-06-19,212,38.75,49.5,526.8,29.15,27.0,64.5,24.5,Healthy,0
COW_03,2025-06-19,69,39.0,57.8,474.1,30.84,25.5,61.1,23.2,Healthy,0
COW_04,2025-06-19,66,38.55,50.1,467.3,20.72,28.1,64.6,25.4,Healthy,0
COW_05,2025-06-19,127,38.45,40.1,481.5,16.73,22.6,72.5,21.4,Healthy,0
COW_06,2025-06-19,206,38.53,63.9,464.8,22.54,25.7,63.1,23.4,Healthy,0
COW_07,2025-06-19,231,38.72,50.9,541.1,31.13,28.3,66.4,25.7,Healthy,0
COW_08,2025-06-19,194,38.35,42.1,520.2,33.78,28.2,72.6,26.1,Healthy,0
COW_09,2025-06-19,198,38.53,53.5,487.9,37.77,26.4,84.8,25.4,Healthy,0
COW_10,2025-06-19,259,38.43,74.3,489.8,27.7,26.9,80.0,25.5,Healthy,0
COW_11,2025-06-19,157,39.07,44.2,452.2,33.38,25.5,70.8,23.8,Healthy,0
COW_12,2025-06-19,58,38.51,52.0,456.5,22.79,27.7,68.6,25.4,Healthy,0
COW_13,2025-06-19,147,38.55,56.3,430.2,29.28,24.3,63.1,22.3,Healthy,0
COW_14,2025-06-19,128,38.52,51.8,463.7,36.02,26.6,61.4,24.0,Healthy,0
COW_15,2025-06-19,196,38.9,49.4,519.1,25.97,23.1,70.9,21.7,Healthy,0
COW_16,2025-06-19,91,38.8,56.4,473.2,27.9,27.5,64.9,25.0,Healthy,0
COW_17,2025-06-19,67,38.45,47.2,506.8,30.12,26.4,53.9,23.4,Healthy,0
COW_18,2025-06-19,50,38.63,78.7,468.1,29.26,25.3,62.2,23.1,Healthy,0
COW_19,2025-06-19,74,38.36,61.1,494.3,39.17,23.5,72.3,22.1,Healthy,0
COW_20,2025-06-19,245,38.98,39.6,468.2,37.91,24.1,64.6,22.3,Healthy,0
COW_21,2025-06-19,105,38.57,60.8,486.7,24.01,26.4,68.0,24.3,Healthy,0
COW_22,2025-06-19,224,38.8,45.2,493.4,23.25,24.3,54.5,21.9,Healthy,0
COW_23,2025-06-19,38,38.44,49.3,499.2,33.73,23.5,69.0,22.0,Healthy,0
COW_24,2025-06-19,168,38.86,64.6,431.0,24.11,26.3,65.3,24.0,Healthy,0
COW_25,2025-06-19,225,38.46,58.7,453.6,20.24,25.6,77.9,24.2,Healthy,0
COW_26,2025-06-19,105,38.84,54.1,483.2,24.41,25.9,57.5,23.2,Healthy,0
